price_record,date,avg_price,min_price,max_price,total_quantity,item_id
105135,2023-05-26,10.27,5.49,30.67,132,sw0046
105136,2023-05-26,12.73,5.35,30.67,49,sw0047
105137,2023-05-26,16.93,7.97,30.67,36,sw0048
105138,2023-05-26,12.38,4.75,71.56,67,sw0049
105139,2023-05-26,13.85,5.68,40.9,108,sw0050
105140,2023-05-26,24.02,14.47,61.34,57,sw0051
105141,2023-05-26,7.34,4.22,22.73,386,sw0052
105142,2023-05-26,464.79,290.18,722.12,34,sw0053
105143,2023-05-26,41.41,21.1,102.25,32,sw0054
105144,2023-05-26,19.77,6.49,47.89,113,sw0055
105145,2023-05-26,17.17,12.79,30.67,122,sw0055a
105146,2023-05-26,85.42,58.04,130.6,39,sw0056
105147,2023-05-26,167.1,113.62,334.78,19,sw0057
105148,2023-05-26,34.42,19.99,92.01,382,sw0058
105149,2023-05-26,95.58,64.95,174.13,30,sw0059
105150,2023-05-26,57.17,26.12,120,21,sw0060
105151,2023-05-26,36.69,17.45,92.01,34,sw0061
105152,2023-05-26,18.26,10.55,51.12,30,sw0062
105153,2023-05-26,21.23,12.14,55.2,56,sw0063
105154,2023-05-26,13.83,10.39,22.49,15,sw0064
105155,2023-05-26,12.19,6.42,24.35,18,sw0065
105156,2023-05-26,17.9,8.52,25.98,33,sw0066
105157,2023-05-26,11.9,4.28,40.9,118,sw0067
105158,2023-05-26,13.41,4.86,51.12,566,sw0068
105159,2023-05-26,34.62,20.25,79.56,25,sw0069
105160,2023-05-26,41.57,23.74,78.59,68,sw0070
105161,2023-05-26,35.68,22.73,132.92,52,sw0071
105162,2023-05-26,35.89,24.27,63.32,16,sw0072
105163,2023-05-26,102.12,79.14,113.63,6,sw0073
105164,2023-05-26,111.34,60,157.3,4,sw0073a
105165,2023-05-26,9.09,5.22,15.73,51,sw0074
105166,2023-05-26,22.07,10.03,71.57,139,sw0075
105167,2023-05-26,32.45,20.83,51.12,34,sw0076
105168,2023-05-26,24.45,15.76,51.12,52,sw0077
105169,2023-05-26,50.34,29.23,92.01,9,sw0078
105170,2023-05-26,10.78,5.49,40.9,90,sw0081
105171,2023-05-26,14.95,8.33,40.9,60,sw0082
105172,2023-05-26,17.63,9.58,47.19,68,sw0083
105173,2023-05-26,12.7,8.12,40.9,37,sw0084
105174,2023-05-26,43.46,21.11,79.56,204,sw0085
105175,2023-05-26,28.16,14.88,70.78,138,sw0085a
105176,2023-05-26,30.56,16.91,71.44,88,sw0086
105177,2023-05-26,17.13,8,55.05,127,sw0087
105178,2023-05-26,10.24,5.06,40.89,77,sw0088
105179,2023-05-26,19.04,10.43,51.12,42,sw0088a
105180,2023-05-26,8.95,5.06,32.46,182,sw0089
105181,2023-05-26,9.43,5.06,40.58,84,sw0090
105182,2023-05-26,9.27,6.89,11.97,40,sw0090a
105183,2023-05-26,19.8,10.25,51.12,322,sw0091
105184,2023-05-26,6.81,3.65,16.24,1763,sw0093
105185,2023-05-26,6.12,3.03,22.73,566,sw0094
105186,2023-05-26,5.31,2.61,23.59,293,sw0095
105187,2023-05-26,5.23,1.99,23.59,79,sw0095a
105188,2023-05-26,4.81,1.9,16.22,408,sw0096
105189,2023-05-26,145.18,89.29,376.69,63,sw0097
105190,2023-05-26,10.02,5,25.98,74,sw0098
105191,2023-05-26,50.81,29.49,120.15,33,sw0099
105192,2023-05-26,26.57,16.09,63.32,30,sw0100
105193,2023-05-26,16.07,10.24,25.75,121,sw0079
105194,2023-05-26,17.05,3.65,39.32,103,sw0080
105195,2023-05-26,8.48,3.57,24.35,255,sw0101
105196,2023-05-26,41.94,26.38,80.37,37,sw0102
105197,2023-05-26,718.81,365.32,1217.75,9,sw0105
105198,2023-05-26,185.92,113.62,405.91,8,sw0106
105199,2023-05-26,0,0,0,0,sw0106a
105200,2023-05-26,2984.89,2085.61,6094.48,22,sw0107
105201,2023-05-26,8.01,3.47,13.35,207,sw0108
105202,2023-05-26,79.22,40.55,201.33,12,sw0109
105203,2023-05-26,43.03,17.18,95.8,18,sw0109a
105204,2023-05-26,90.68,67.53,235.94,32,sw0110
105205,2023-05-26,30.74,22.27,43.44,7,sw0111
105206,2023-05-26,0,0,0,0,sw0112
105207,2023-05-26,15.24,8.12,40.58,205,sw0113
105208,2023-05-26,321.95,243.51,365.32,3,sw0113a
105209,2023-05-26,5.64,2.03,16.22,1502,sw0115
105210,2023-05-26,258.24,201.94,368.25,14,sw0104
105211,2023-05-26,158.3,81.18,365.32,19,sw0117
105212,2023-05-26,11.04,4.06,30.85,153,sw0118
105213,2023-05-26,11.99,4.67,63.32,113,sw0119
105214,2023-05-26,19.61,6.97,56.59,106,sw0120
105215,2023-05-26,202.59,131.9,385.62,9,sw0121
105216,2023-05-26,27.23,19.48,61.34,35,sw0122
105217,2023-05-26,25.71,15.45,94.38,19,sw0123
105218,2023-05-26,92.96,60.94,142.06,24,sw0124
105219,2023-05-26,87.94,36.43,161.07,5,sw0125
105220,2023-05-26,13.14,7.05,51.12,574,sw0126
105221,2023-05-26,39.32,22.73,78.65,68,sw0127
105222,2023-05-26,60.1,44.82,110.99,35,sw0128
105223,2023-05-26,17.27,8.12,51.12,428,sw0128a
105224,2023-05-26,88.03,64.94,157.3,18,sw0129
105225,2023-05-26,29.59,9.95,63.32,36,sw0130
105226,2023-05-26,117.71,52.77,235.95,35,sw0131
105227,2023-05-26,21.89,9.58,47.09,88,sw0132
105228,2023-05-26,167.52,94.38,235.95,8,sw0133
105229,2023-05-26,130.13,63.31,183.94,5,sw0134
105230,2023-05-26,29.89,20.25,60.88,21,sw0134a
105231,2023-05-26,27.52,13.88,63.8,30,sw0135
105232,2023-05-26,12.04,4.66,30.67,56,sw0136
105233,2023-05-26,158.3,48.71,385.62,14,sw0137
105234,2023-05-26,25.67,12.18,33,19,sw0138
105235,2023-05-26,24.4,12.36,79.56,23,sw0139
105236,2023-05-26,74.65,24.35,174.12,37,sw0140
105237,2023-05-26,24.1,13.64,56.81,102,sw0141
105238,2023-05-26,12.37,6.09,40.58,143,sw0142
105239,2023-05-26,1.7,0.2,9.2,138,sw0143
105240,2023-05-26,20.56,15.66,25.78,7,sw0144
105241,2023-05-26,7.38,3.27,39.32,189,sw0159
105242,2023-05-26,7.39,2.61,16.22,134,sw0146
105243,2023-05-26,10.64,2.97,23.6,117,sw0147
105244,2023-05-26,79.31,38.97,110.22,36,sw0148
105245,2023-05-26,16.3,9.5,35.5,150,sw0149
105246,2023-05-26,16.15,9.49,34.55,108,sw0150
105247,2023-05-26,7.73,2.03,30.67,152,sw0151
105248,2023-05-26,16.62,7.47,79.56,773,sw0152
105249,2023-05-26,17.39,8.11,47.19,95,sw0153
105250,2023-05-26,15.66,8.81,55.05,65,sw0154
105251,2023-05-26,23.05,10.71,70.78,73,sw0155
105252,2023-05-26,1.96,0.48,8.71,264,sw0156
105253,2023-05-26,1.38,0.41,9.2,376,sw0156a
105254,2023-05-26,16.98,9.73,47.18,203,sw0157
105255,2023-05-26,2800.29,1350.1,4390.64,9,sw0158
105256,2023-05-26,5.98,2.53,30.85,1061,sw0160
105257,2023-05-26,22.34,10.55,70.78,51,sw0161
105258,2023-05-26,7.4,2.55,51.12,1171,sw0161a
105259,2023-05-26,13.67,7.3,30.85,84,sw0162
105260,2023-05-26,74.5,52.24,180.89,9,sw0164
105261,2023-05-26,37.79,18.66,139.95,56,sw0165
105262,2023-05-26,21.68,9.22,51.12,91,sw0166
105263,2023-05-26,9.94,5.66,40.58,299,sw0166a
105264,2023-05-26,12.88,6.45,39.32,144,sw0166b
105265,2023-05-26,7.21,2.64,30.67,138,sw0167
105266,2023-05-26,38.59,20.56,78.65,60,sw0168
105267,2023-05-26,24.68,12.99,70.78,60,sw0169
105268,2023-05-26,27.94,13.02,70.78,80,sw0170
105269,2023-05-26,9.19,4.35,20.45,69,sw0171
105270,2023-05-26,16.47,9.77,41.95,62,sw0172
105271,2023-05-26,27.04,15.83,78.65,35,sw0172a
105272,2023-05-26,30.06,19.17,78.65,227,sw0173
105273,2023-05-26,36.06,17.86,52.23,69,sw0174
105274,2023-05-26,14.87,5.87,51.12,490,sw0175
105275,2023-05-26,622.35,324.7,1338.77,14,sw0103
105276,2023-05-26,34.49,21.94,59.33,63,sw0163
105277,2023-05-26,14.35,9.13,51.12,84,sw0114
105278,2023-05-26,473.4,292.25,811.83,7,sw0175a
105279,2023-05-26,20.05,12.85,51.12,112,sw0175b
105280,2023-05-26,12.54,6.96,40.89,149,sw0176
105281,2023-05-26,18.85,11.16,27.57,133,sw0177
105282,2023-05-26,19.8,10.96,71.56,134,sw0178
105283,2023-05-26,10.12,4.4,47.18,313,sw0179
105284,2023-05-26,12.39,7,40.9,83,sw0179a
105285,2023-05-26,28.67,16.88,51.12,132,sw0180
105286,2023-05-26,88.9,52.76,133.18,59,sw0181
105287,2023-05-26,13.39,6.9,30.67,177,sw0182
105288,2023-05-26,8.62,4.04,40.58,1162,sw0183
105289,2023-05-26,5.71,3.25,23.59,219,sw0184
105290,2023-05-26,7.64,3.48,26.12,259,sw0187
105291,2023-05-26,8.5,4.2,26.12,458,sw0188
105292,2023-05-26,13.08,6.49,70.78,114,sw0188a
105293,2023-05-26,23.41,14.51,61.87,33,sw0189
105294,2023-05-26,43.83,17.41,120.15,65,sw0190
105295,2023-05-26,22.32,12.14,61.34,60,sw0191
105296,2023-05-26,20.09,10.32,202.96,265,sw0192
105297,2023-05-26,31.54,18.8,71.57,63,sw0193
105298,2023-05-26,114.07,66.57,264,41,sw0194
105299,2023-05-26,52.51,25.44,121.77,30,sw0195
105300,2023-05-26,57.32,28.33,182.66,132,sw0196
105301,2023-05-26,14.27,7.83,45.46,190,sw0197
105302,2023-05-26,40.04,17.82,92.01,8,sw0199
105303,2023-05-26,15.62,11.32,30.67,23,sw0200
105304,2023-05-26,16.52,8.12,30.85,27,sw0200a
105305,2023-05-26,13.77,7.3,81.18,497,sw0201
105306,2023-05-26,152.36,93.28,263.84,26,sw0202
105307,2023-05-26,43.34,20.29,120.15,32,sw0203
105308,2023-05-26,10.51,5.26,30.67,139,sw0204
105309,2023-05-26,12.62,6.49,40.9,68,sw0205
105310,2023-05-26,9.69,5.29,30.67,140,sw0205a
105311,2023-05-26,23.64,13.8,61.34,61,sw0206
105312,2023-05-26,11.02,6.32,26.12,83,sw0207
105313,2023-05-26,11.23,4.87,38.97,193,sw0208
105314,2023-05-26,20.23,13.83,47.09,26,sw0208a
105315,2023-05-26,26.45,8.71,71.44,111,sw0209
105316,2023-05-26,17.44,5.95,37.61,150,sw0210
105317,2023-05-26,6.86,2.18,22.73,34,sw0211
105318,2023-05-26,6.41,2.21,22.73,29,sw0211a
105319,2023-05-26,20.43,10.84,43.52,251,sw0212
105320,2023-05-26,12.16,6.41,39.32,236,sw0213
105321,2023-05-26,37.62,19.43,110.1,57,sw0214
105322,2023-05-26,9.33,3.96,30.67,40,sw0215
105323,2023-05-26,0,0,0,0,sw0216
105324,2023-05-26,12.14,5.48,20.68,32,sw0216a
105325,2023-05-26,17.33,8.92,38.97,22,sw0216s
105326,2023-05-26,5.8,1.31,51.37,593,sw0217
105327,2023-05-26,12.5,6.45,51.12,46,sw0217a
105328,2023-05-26,510.2,340.97,1216.93,15,sw0218
105329,2023-05-26,15.47,4.06,40.9,170,sw0219
105330,2023-05-26,10.94,4.4,40.58,297,sw0220
105331,2023-05-26,15.23,5.68,81.18,309,sw0221
105332,2023-05-26,3.23,1.08,29.23,737,sw0222
105333,2023-05-26,31.08,12.17,202.96,89,sw0223
105334,2023-05-26,32.96,17.33,81.17,130,sw0224
105335,2023-05-26,15.32,4.86,38.97,24,sw0225
105336,2023-05-26,12.96,7.31,30.67,118,sw0226
105337,2023-05-26,8.07,3.92,24.34,82,sw0227
105338,2023-05-26,4.88,2.1,22.64,247,sw0228
105339,2023-05-26,3.56,1.3,29.23,658,sw0229
105340,2023-05-26,10.83,6.05,81.17,313,sw0230
105341,2023-05-26,64.15,38.31,156.81,30,sw0231
105342,2023-05-26,52.42,20.3,201.33,12,sw0232
105343,2023-05-26,17.3,6.52,55.2,65,sw0233
105344,2023-05-26,15.38,5.84,70.78,387,sw0234
105345,2023-05-26,12.85,6.82,29.12,416,sw0235
105346,2023-05-26,13.5,7.2,31.46,475,sw0236
105347,2023-05-26,17.2,9.53,55.2,68,sw0237
105348,2023-05-26,12.4,6.45,31.46,419,sw0238
105349,2023-05-26,9.91,4.67,34.05,123,sw0239
105350,2023-05-26,11.85,4.67,33.32,88,sw0240
105351,2023-05-26,8.41,4.02,36.53,492,sw0241
105352,2023-05-26,8.13,3.25,29.23,343,sw0242
105353,2023-05-26,12.72,6.49,40.58,99,sw0244
105354,2023-05-26,12.08,6.49,31.46,298,sw0244a
105355,2023-05-26,13.23,6.49,47.18,177,sw0245
105356,2023-05-26,14.23,6.86,50.33,427,sw0247
105357,2023-05-26,14.58,9.06,30.85,153,sw0248
105358,2023-05-26,24.88,13.1,58.36,125,sw0249
105359,2023-05-26,16.97,9.99,39.32,126,sw0250
105360,2023-05-26,27.13,12.98,54.92,67,sw0250a
105361,2023-05-26,48.13,28.97,92.01,21,sw0246
105362,2023-05-26,52.12,28.26,133.73,49,sw0251
105363,2023-05-26,5.09,2.57,22.81,370,sw0252
105364,2023-05-26,9.8,4.75,47.18,114,sw0253
105365,2023-05-26,10.28,5.33,22.73,29,sw0253a
105366,2023-05-26,35.32,20.56,178.6,224,sw0254
105367,2023-05-26,19.26,7.45,70.78,29,sw0255
105368,2023-05-26,87.92,58.73,179.4,32,sw0256
105369,2023-05-26,10.1,3.15,26.03,421,sw0257
105370,2023-05-26,7.74,2.95,23.42,1218,sw0257a
105371,2023-05-26,4.86,2.44,21.75,199,sw0258
105372,2023-05-26,4.92,1.18,17.4,411,sw0259
105373,2023-05-26,4.97,1.34,34.83,530,sw0260
105374,2023-05-26,5.21,2.44,25.43,291,sw0261
105375,2023-05-26,8.19,2.44,61.82,168,sw0263
105376,2023-05-26,8.49,3.47,24.34,435,sw0264
105377,2023-05-26,9.86,4.79,26.12,287,sw0265
105378,2023-05-26,13.84,5.67,43.25,198,sw0266
105379,2023-05-26,13.76,6.53,55.2,115,sw0267
105380,2023-05-26,5.84,2.18,20.45,465,sw0268
105381,2023-05-26,8.18,2.63,40.58,137,sw0268a
105382,2023-05-26,13.36,6.21,61.34,760,sw0269
105383,2023-05-26,1.61,0.37,14.31,430,sw0270
105384,2023-05-26,14.82,7.24,38.97,104,sw0271
105385,2023-05-26,21.85,13.05,30.67,20,sw0272
105386,2023-05-26,7.38,2.67,40.89,154,sw0273
105387,2023-05-26,6.51,2.71,25.55,242,sw0274
105388,2023-05-26,13.57,5.35,40.58,86,sw0301
105389,2023-05-26,20.43,8.71,71.56,164,sw0277
105390,2023-05-26,8.32,4.8,40.89,76,sw0278
105391,2023-05-26,31.04,16.82,92.01,115,sw0279
105392,2023-05-26,25,14.77,92.01,97,sw0280
105393,2023-05-26,15.91,5.61,40.58,69,sw0281
105394,2023-05-26,15.96,9.51,30.67,96,sw0282
105395,2023-05-26,18.83,11.31,51.12,90,sw0283
105396,2023-05-26,38.87,16.44,69.01,72,sw0284
105397,2023-05-26,47.75,23.2,106.55,185,sw0285
105398,2023-05-26,20.81,8.71,38.97,45,sw0286
105399,2023-05-26,8.07,4.21,20.45,497,sw0287
105400,2023-05-26,13.97,8.11,32.46,263,sw0288
105401,2023-05-26,10.7,3.65,34.1,69,sw0289
105402,2023-05-26,18.56,7.11,40.89,109,sw0290
105403,2023-05-26,7.75,2.42,30.67,84,sw0291
105404,2023-05-26,21.6,10.24,61.34,74,sw0292
105405,2023-05-26,23.53,10.95,63.32,135,sw0293
105406,2023-05-26,22.34,15.52,61.34,46,sw0294
105407,2023-05-26,10.35,3.04,30.85,134,sw0295
105408,2023-05-26,9.69,3.66,32.46,801,sw0296
105409,2023-05-26,20.75,6.09,173.26,153,sw0297
105410,2023-05-26,17.05,8.26,76.31,126,sw0298
105411,2023-05-26,11.07,6.08,48.69,304,sw0299
105412,2023-05-26,4.39,1.18,16.24,410,sw0300
105413,2023-05-26,8.05,2.98,29.6,294,sw0302
105414,2023-05-26,10.64,4.06,47.89,229,sw0303
105415,2023-05-26,9.12,4.58,23.77,129,sw0304
105416,2023-05-26,7.42,2.61,40.58,273,sw0305
105417,2023-05-26,20.54,12.97,55.2,163,sw0306
105418,2023-05-26,41.84,12.31,81.17,92,sw0307
105419,2023-05-26,21.01,8.17,112.31,226,sw0308
105420,2023-05-26,60.91,39.52,110.1,100,sw0309
105421,2023-05-26,34.05,15.65,121.76,153,sw0310
105422,2023-05-26,2.64,0.54,14.31,127,sw0311
105423,2023-05-26,121.57,72.05,241.93,34,sw0312
105424,2023-05-26,24.01,14.68,56.88,118,sw0313
105425,2023-05-26,382.78,290.18,567.47,7,sw0315
105426,2023-05-26,40.36,21.77,120.15,91,sw0316
105427,2023-05-26,11.51,5.23,60.94,313,sw0317
105428,2023-05-26,18.4,9.9,65.3,76,sw0318
105429,2023-05-26,15.89,7.31,40.9,122,sw0319
105430,2023-05-26,8,2.25,30.67,1106,sw0320
105431,2023-05-26,15.73,6.49,47.18,173,sw0321
105432,2023-05-26,27.51,12.19,61.34,33,sw0322
105433,2023-05-26,20.46,12.18,51.12,100,sw0323
105434,2023-05-26,12.92,7.73,30.67,76,sw0324
105435,2023-05-26,32.28,20.29,71.44,105,sw0325
105436,2023-05-26,10.82,5.85,30.67,234,sw0326
105437,2023-05-26,12.63,7.4,24.34,100,sw0327
105438,2023-05-26,8.29,4.14,24.34,661,sw0328
105439,2023-05-26,18.72,11.61,42.22,54,sw0329
105440,2023-05-26,152.4,97.51,348.26,44,sw0330
105441,2023-05-26,99.67,60.94,241.93,56,sw0331
105442,2023-05-26,64.66,38.7,160.74,60,sw0332
105443,2023-05-26,20.55,11.88,55.05,141,sw0333
105444,2023-05-26,10.32,4.87,30.67,151,sw0334
105445,2023-05-26,14.74,5.22,55.2,214,sw0335
105446,2023-05-26,142.82,72.98,404.29,31,sw0314
105447,2023-05-26,11.07,5.65,40.89,96,sw0336
105448,2023-05-26,18.82,8.12,55.2,191,sw0337
105449,2023-05-26,11.65,3.53,40.58,358,sw0338
105450,2023-05-26,15.05,7.84,40.58,94,sw0339
105451,2023-05-26,5.19,2.5,20.45,803,sw0340
105452,2023-05-26,44.84,20.3,102.25,57,sw0341
105453,2023-05-26,17,8.88,40.89,75,sw0342
105454,2023-05-26,14.88,7.22,40.89,160,sw0343
105455,2023-05-26,15.84,7.14,87.06,397,sw0344
105456,2023-05-26,20.54,13.07,47.09,87,sw0345
105457,2023-05-26,17.63,10.32,40.89,109,sw0346
105458,2023-05-26,8.24,2.61,20.45,44,sw0347
105459,2023-05-26,15.41,4.31,38.97,30,sw0348
105460,2023-05-26,7.33,3.48,20.45,218,sw0349
105461,2023-05-26,23.07,11.75,102.24,194,sw0350
105462,2023-05-26,13.38,4.22,51.12,165,sw0351
105463,2023-05-26,46.13,27.59,114.71,81,sw0352
105464,2023-05-26,5.14,2,20.45,127,sw0354
105465,2023-05-26,17.8,10.55,61.34,98,sw0355
105466,2023-05-26,10.14,5,21.68,92,sw0356
105467,2023-05-26,6.27,2.23,30.47,1371,sw0357
105468,2023-05-26,14.11,5.06,51.61,242,sw0358
105469,2023-05-26,6.32,2,26.12,1133,sw0359
105470,2023-05-26,4.1,1.01,24.34,295,sw0360
105471,2023-05-26,40.24,16.24,81.17,34,sw0361
105472,2023-05-26,12.74,5.22,64.93,74,sw0362
105473,2023-05-26,24.62,15,81.17,102,sw0363
105474,2023-05-26,19.61,9.23,55.2,69,sw0364
105475,2023-05-26,7.76,3.05,32.46,380,sw0365
105476,2023-05-26,9.41,3.44,30.67,209,sw0366
105477,2023-05-26,22.29,9.5,71.44,93,sw0394
105478,2023-05-26,7.58,3.4,26.12,272,sw0368
105479,2023-05-26,7.74,3.9,30.67,294,sw0369
105480,2023-05-26,10.66,4.35,63.32,1047,sw0370
105481,2023-05-26,44.74,25.71,85.24,49,sw0371
105482,2023-05-26,14.53,5.66,51.96,153,sw0372
105483,2023-05-26,23.88,8.12,69.82,94,sw0373
105484,2023-05-26,16.1,7.36,51.12,64,sw0374
105485,2023-05-26,17.53,6,63.32,117,sw0375
105486,2023-05-26,15.45,6.77,79.56,140,sw0376
105487,2023-05-26,40.42,26.12,81.17,119,sw0377
105488,2023-05-26,20.3,6.97,64.93,137,sw0378
105489,2023-05-26,9.63,3.57,40.59,825,sw0379
105490,2023-05-26,16.27,7.03,40.9,1248,sw0380
105491,2023-05-26,18.94,5.87,95.77,626,sw0381
105492,2023-05-26,11.61,4.76,51.12,310,sw0382
105493,2023-05-26,18.35,10,51.12,82,sw0383
105494,2023-05-26,61.72,25.36,160.74,46,sw0384
105495,2023-05-26,139.53,97.42,204.48,11,sw0385
105496,2023-05-26,25.93,19.9,36.49,12,sw0386
105497,2023-05-26,210.93,121.77,444.49,48,sw0387
105498,2023-05-26,54.72,43.03,99.63,22,sw0388
105499,2023-05-26,26.55,14.35,79.56,75,sw0389
105500,2023-05-26,21.2,14.12,43.52,37,sw0390
105501,2023-05-26,21.61,10.01,40.9,68,sw0391
105502,2023-05-26,37.99,24.14,112.31,106,sw0392
105503,2023-05-26,20.01,9.71,112.31,138,sw0393
105504,2023-05-26,12.41,5,43.53,92,sw0395
105505,2023-05-26,29.44,13.68,102.25,269,sw0396
105506,2023-05-26,8.1,3.25,30.67,269,sw0397
105507,2023-05-26,15.26,6.49,47.09,83,sw0398
105508,2023-05-26,7.49,3.48,24.35,97,sw0399
105509,2023-05-26,6.76,2.75,20.45,507,sw0400
105510,2023-05-26,7.8,3.91,20.45,126,sw0401
105511,2023-05-26,66.73,41.34,201.33,114,sw0402
105512,2023-05-26,9.05,4.28,30.67,81,sw0403
105513,2023-05-26,36.15,21.1,133.14,94,sw0404
105514,2023-05-26,22.79,12.18,77.63,319,sw0405
105515,2023-05-26,61.11,41.94,147.75,110,sw0406
105516,2023-05-26,105.17,80.37,182.09,64,sw0407
105517,2023-05-26,52.52,35,120.15,81,sw0408
105518,2023-05-26,14.69,8.77,26.84,46,sw0409
105519,2023-05-26,21.36,12.19,56.59,41,sw0410
105520,2023-05-26,23.46,14.77,51.12,129,sw0411
105521,2023-05-26,8.08,2.83,30.85,66,sw0412
105522,2023-05-26,194.98,121.89,435.32,60,sw0413
105523,2023-05-26,9.98,5.57,22.73,311,sw0414
105524,2023-05-26,10.18,5.28,19.99,56,sw0415
105525,2023-05-26,214.28,126.38,435.32,46,sw0416
105526,2023-05-26,27.79,17.41,78.65,100,sw0417
105527,2023-05-26,66.07,48.28,125.72,50,sw0418
105528,2023-05-26,60.07,39.18,102.24,40,sw0419
105529,2023-05-26,44.87,31.08,94.38,75,sw0420
105530,2023-05-26,135.93,96.21,323.11,38,sw0421
105531,2023-05-26,55.15,32.19,94.38,39,sw0422
105532,2023-05-26,12.98,5.3,47.09,441,sw0423
105533,2023-05-26,8.02,3.44,38.97,406,sw0424
105534,2023-05-26,4.83,2.37,30.67,338,sw0425
105535,2023-05-26,7.7,3.66,55.2,203,sw0426
105536,2023-05-26,8.97,4.25,30.67,155,sw0427
105537,2023-05-26,7.17,3,22.73,125,sw0428
105538,2023-05-26,4.54,1.74,14.61,66,sw0429
105539,2023-05-26,3.9,1.12,14.31,98,sw0430
105540,2023-05-26,27.61,13.14,79.56,68,sw0431
105541,2023-05-26,15.74,6.97,40.89,115,sw0432
105542,2023-05-26,18.24,10.45,55.2,50,sw0433
105543,2023-05-26,19.42,7.84,100.67,167,sw0434
105544,2023-05-26,58.96,32.25,241.93,91,sw0435
105545,2023-05-26,11.35,4.35,34.82,193,sw0436
105546,2023-05-26,12.32,5.74,55.2,156,sw0437
105547,2023-05-26,14.84,7.68,40.18,290,sw0438
105548,2023-05-26,40.67,26.12,92.01,100,sw0439
105549,2023-05-26,10.01,4.05,31.34,175,sw0440
105550,2023-05-26,6.65,2.43,20.45,449,sw0441
105551,2023-05-26,8.32,3.83,30.67,69,sw0441a
105552,2023-05-26,11.51,3.92,52.77,550,sw0442
105553,2023-05-26,11.2,5.22,25.03,173,sw0443
105554,2023-05-26,9.55,4.44,24.34,168,sw0444
105555,2023-05-26,20.19,8.71,51.12,393,sw0445
105556,2023-05-26,15.28,5.28,55.2,133,sw0446
105557,2023-05-26,18.97,10.49,35.02,41,sw0446a
105558,2023-05-26,11.35,3.21,26.99,97,sw0447
105559,2023-05-26,8.2,4.06,24.34,196,sw0448
105560,2023-05-26,15.67,7,36.53,92,sw0449
105561,2023-05-26,10.52,3.44,40.89,120,sw0451
105562,2023-05-26,57.94,31.34,107.7,70,sw0452
105563,2023-05-26,25.75,14.63,79.73,175,sw0453
105564,2023-05-26,12.44,6.97,55.2,107,sw0454
105565,2023-05-26,17.55,10.44,41.95,40,sw0455
105566,2023-05-26,13.54,6.33,63.32,60,sw0456
105567,2023-05-26,11.69,4.06,30.67,55,sw0457
105568,2023-05-26,12.09,6.49,30.67,24,sw0458
105569,2023-05-26,8.32,4.02,22.73,51,sw0459
105570,2023-05-26,8.18,3.3,55.2,363,sw0460
105571,2023-05-26,13.62,8.08,40.9,88,sw0461
105572,2023-05-26,10.01,5.06,30.67,35,sw0462
105573,2023-05-26,5,1.5,22.73,334,sw0463
105574,2023-05-26,42.19,13.06,811.75,154,sw0464
105575,2023-05-26,293.91,162.37,810.21,40,sw0450
105576,2023-05-26,13.68,4.97,51.12,101,sw0466
105577,2023-05-26,8.75,3.65,31.46,186,sw0467
105578,2023-05-26,14,6.09,40.9,47,sw0467b
105579,2023-05-26,75.95,41.79,184.03,184,sw0468
105580,2023-05-26,44.35,30.46,93.7,100,sw0469
105581,2023-05-26,21.54,11.37,63.32,70,sw0471
105582,2023-05-26,111.37,68.59,207.18,47,sw0472
105583,2023-05-26,3.82,1.13,23.42,968,sw0473
105584,2023-05-26,34.49,20.72,71.57,69,sw0474
105585,2023-05-26,47.52,32.81,79.56,64,sw0475
105586,2023-05-26,49.3,31.44,99.3,25,sw0475a
105587,2023-05-26,26.31,15.16,57.12,86,sw0476
105588,2023-05-26,14.12,7.5,63.32,87,sw0477
105589,2023-05-26,43.41,27.16,86.36,95,sw0478
105590,2023-05-26,17.95,10.44,33.8,75,sw0479
105591,2023-05-26,63.27,40.91,132.54,87,sw0480
105592,2023-05-26,26.71,11.99,57.14,169,sw0481
105593,2023-05-26,9.6,5.26,16.22,28,sw0482
105594,2023-05-26,51.77,32.97,129.95,135,sw0483
105595,2023-05-26,128.24,85,204.49,41,sw0485
105596,2023-05-26,120.42,71.05,230.72,55,sw0486
105597,2023-05-26,13.91,7.31,51.12,175,sw0487
105598,2023-05-26,46.79,30.99,94,68,sw0488
105599,2023-05-26,20.25,10.55,38.61,79,sw0489
105600,2023-05-26,37.34,21.1,78.68,223,sw0490
105601,2023-05-26,26.49,18.24,55.2,92,sw0491
105602,2023-05-26,67.29,46.74,112.47,35,sw0492
105603,2023-05-26,32.08,16.99,77.27,110,sw0493
105604,2023-05-26,30.28,12.18,92.01,122,sw0494
105605,2023-05-26,29.65,18.39,62.69,110,sw0495
105606,2023-05-26,13.62,5.16,55.2,157,sw0496
105607,2023-05-26,28.32,17.41,92.01,178,sw0497
105608,2023-05-26,12.4,6.27,55.2,279,sw0498
105609,2023-05-26,52.28,38.97,100.93,111,sw0499
105610,2023-05-26,156.16,111.22,287.23,41,sw0500
105611,2023-05-26,60.36,42.29,105.54,78,sw0501
105612,2023-05-26,39.23,21.39,80.01,20,sw0502
105613,2023-05-26,13.6,7.7,36.49,290,sw0503
105614,2023-05-26,67.75,49.59,146.67,42,sw0504
105615,2023-05-26,11.39,4.88,30.96,946,sw0505
105616,2023-05-26,17.31,6.75,71.56,355,sw0506
