price_record,date,avg_price,min_price,max_price,total_quantity,item_id
105617,2023-05-26,9,3,38.97,400,sw0507
105618,2023-05-26,11.42,3.7,38.97,225,sw0508
105619,2023-05-26,34.2,21.76,51.12,87,sw0509
105620,2023-05-26,0,0,0,0,sw0465
105621,2023-05-26,20.29,13.66,40.9,87,sw0511
105622,2023-05-26,14.28,3.96,40.89,81,sw0512
105623,2023-05-26,12.26,5.22,30.67,306,sw0513
105624,2023-05-26,27.69,11.61,64.95,189,sw0515
105625,2023-05-26,10.25,6.09,21.22,91,sw0516
105626,2023-05-26,204.06,183.27,232.18,8,sw0517
105627,2023-05-26,73.02,51.21,96.57,23,sw0517a
105628,2023-05-26,16.89,8.71,72.62,290,sw0518
105629,2023-05-26,19.17,9.58,62.91,203,sw0519
105630,2023-05-26,6.93,1.74,28.44,201,sw0520
105631,2023-05-26,7.4,3.57,24.34,365,sw0521
105632,2023-05-26,7.66,3.69,19.48,566,sw0521b
105633,2023-05-26,21.74,8.12,55.2,331,sw0522
105634,2023-05-26,27.15,15.54,79.56,331,sw0524
105635,2023-05-26,17.21,5.85,40.9,47,sw0525
105636,2023-05-26,26.83,11.95,69.64,54,sw0526
105637,2023-05-26,9.61,1.31,353.96,1795,sw0527
105638,2023-05-26,4.12,1.38,26.11,3686,sw0527a
105639,2023-05-26,37.64,20.27,120.15,92,sw0528
105640,2023-05-26,6.04,1.65,28.41,447,sw0529
105641,2023-05-26,13.34,7.88,34.82,884,sw0530
105642,2023-05-26,90.65,52.24,323.11,106,sw0531
105643,2023-05-26,5.48,1.73,30.46,2666,sw0532
105644,2023-05-26,9.93,3.99,30.85,34,sw0533
105645,2023-05-26,11.81,4.79,47.18,168,sw0534
105646,2023-05-26,17.49,6.53,55.2,124,sw0535
105647,2023-05-26,20.25,13.16,46.69,102,sw0536
105648,2023-05-26,72.96,43.08,160.74,83,sw0537
105649,2023-05-26,49.66,23.54,73.35,39,sw0538
105650,2023-05-26,7.9,3.7,40.9,207,sw0539
105651,2023-05-26,53.75,40.23,89.93,64,sw0540
105652,2023-05-26,35.41,17.41,104.47,66,sw0541
105653,2023-05-26,28.1,17.84,70.78,38,sw0542
105654,2023-05-26,6.56,2.61,51.12,246,sw0543
105655,2023-05-26,12.3,5.84,55.2,113,sw0544
105656,2023-05-26,8.7,3.9,30.67,165,sw0545
105657,2023-05-26,19.45,8.62,38.42,94,sw0546
105658,2023-05-26,318.19,191.54,649.46,31,sw0547
105659,2023-05-26,102.24,102.24,102.24,1,sw0548
105660,2023-05-26,28.66,17.41,40.59,42,sw0548a
105661,2023-05-26,8.23,3.3,30.67,170,sw0550
105662,2023-05-26,7.4,3.5,40.9,475,sw0551
105663,2023-05-26,11.87,4.33,39.32,206,sw0552
105664,2023-05-26,14.93,6.96,71.57,188,sw0553
105665,2023-05-26,9.47,4.35,39.17,1938,sw0554
105666,2023-05-26,54.3,28.86,120.15,99,sw0555
105667,2023-05-26,22.12,12.99,55.2,75,sw0556
105668,2023-05-26,13.25,6.5,55.2,190,sw0557
105669,2023-05-26,35.6,24.07,78.36,71,sw0558
105670,2023-05-26,100.04,57.56,200.6,40,sw0559
105671,2023-05-26,7.33,3.66,37.7,883,sw0560
105672,2023-05-26,23.99,9.43,51.12,187,sw0561
105673,2023-05-26,23.21,8.93,40.9,29,sw0562
105674,2023-05-26,18.24,6.53,55.05,146,sw0565
105675,2023-05-26,8.8,4.46,39.32,102,sw0566
105676,2023-05-26,8.67,4.64,30.67,46,sw0567
105677,2023-05-26,9.44,3.17,31.46,457,sw0568
105678,2023-05-26,11.82,4.06,30.67,68,sw0569
105679,2023-05-26,47.87,29.74,160.74,71,sw0570
105680,2023-05-26,40.1,20.26,95.8,72,sw0571
105681,2023-05-26,28.85,12.18,102.24,49,sw0572
105682,2023-05-26,12.01,5.16,70.78,321,sw0573
105683,2023-05-26,17.64,7.87,55.05,139,sw0574
105684,2023-05-26,51.25,31.34,92.01,38,sw0574a
105685,2023-05-26,115.03,80,170.48,66,sw0575
105686,2023-05-26,39.32,24.27,92.01,167,sw0576
105687,2023-05-26,335.36,235.07,612.12,21,sw0577
105688,2023-05-26,7.8,3.48,40.58,1112,sw0578
105689,2023-05-26,22.76,10.71,71.57,51,sw0579
105690,2023-05-26,21.65,10.88,51.12,97,sw0580
105691,2023-05-26,8.13,3.04,40.59,251,sw0581
105692,2023-05-26,26.85,15.48,79.56,54,sw0582
105693,2023-05-26,6.47,2.61,25.55,541,sw0583
105694,2023-05-26,21.66,11.57,71.44,54,sw0584
105695,2023-05-26,11.23,5.28,32.95,622,sw0585
105696,2023-05-26,37.77,17.05,160.74,80,sw0586
105697,2023-05-26,2.53,0.75,14.31,136,sw0587
105698,2023-05-26,5.86,2.3,16.24,58,sw0588
105699,2023-05-26,13.81,8.51,30.67,255,sw0589
105700,2023-05-26,8.56,4.21,41.01,573,sw0590
105701,2023-05-26,7.77,3.04,22.33,97,sw0591
105702,2023-05-26,14.25,10.45,31.46,75,sw0592
105703,2023-05-26,52.74,40.18,78.65,32,sw0593
105704,2023-05-26,14.36,5.99,47.09,88,sw0594
105705,2023-05-26,14.35,7.7,30.96,173,sw0595
105706,2023-05-26,18.28,6.49,63.32,28,sw0596
105707,2023-05-26,6.26,2.61,30.67,127,sw0597
105708,2023-05-26,15.42,6.97,68.19,219,sw0598
105709,2023-05-26,28.77,12.48,115.02,104,sw0599
105710,2023-05-26,16.79,3.69,70.78,93,sw0600
105711,2023-05-26,25.94,16.07,71.56,55,sw0601
105712,2023-05-26,18.95,8.13,55.2,260,sw0602
105713,2023-05-26,9.7,3.69,40.58,290,sw0603
105714,2023-05-26,8.33,3.48,40.58,298,sw0604
105715,2023-05-26,13.78,6.09,40.58,362,sw0605
105716,2023-05-26,14.27,6.09,40.58,264,sw0606
105717,2023-05-26,8.21,3.62,24.35,53,sw0607
105718,2023-05-26,14.49,7.24,55.2,300,sw0608
105719,2023-05-26,29.66,16.24,72.14,87,sw0609
105720,2023-05-26,202.45,116.75,527.69,51,sw0610
105721,2023-05-26,11.63,4.86,28.41,331,sw0611
105722,2023-05-26,7.87,3.7,16.4,195,sw0612
105723,2023-05-26,12.7,4.19,39.32,155,sw0613
105724,2023-05-26,9.61,2.7,39.32,267,sw0614
105725,2023-05-26,38.34,23.55,94.38,290,sw0615
105726,2023-05-26,45.81,22.16,142.07,171,sw0616
105727,2023-05-26,8.35,3.98,24.34,687,sw0617
105728,2023-05-26,12.01,7.36,26.12,29,sw0618
105729,2023-05-26,9.43,3.7,55.2,129,sw0619
105730,2023-05-26,6.74,3.21,28.41,983,sw0620
105731,2023-05-26,5.11,2.18,16.24,363,sw0621
105732,2023-05-26,70.37,36.53,157.3,153,sw0622
105733,2023-05-26,16.98,8.71,79.56,64,sw0623
105734,2023-05-26,10.47,3.05,31.46,124,sw0624
105735,2023-05-26,47.95,30.91,120.15,53,sw0625
105736,2023-05-26,11.27,6.26,39.32,306,sw0626
105737,2023-05-26,11.65,4.44,63.32,144,sw0627
105738,2023-05-26,19.46,9.74,70.78,55,sw0628
105739,2023-05-26,44.12,28.41,94.38,38,sw0629
105740,2023-05-26,15,6.78,51.12,469,sw0630
105741,2023-05-26,59.18,35,126.84,121,sw0631
105742,2023-05-26,62.69,39.09,164.97,48,sw0632
105743,2023-05-26,87.97,63.31,176.09,41,sw0633
105744,2023-05-26,13.52,4.79,27.62,385,sw0634
105745,2023-05-26,14.26,7.84,39.32,259,sw0634a
105746,2023-05-26,7.4,2.41,23.37,653,sw0635
105747,2023-05-26,22.66,12.18,52.88,222,sw0636
105748,2023-05-26,26.11,8.12,64.95,154,sw0636b
105749,2023-05-26,34.83,18.96,108.82,35,sw0637
105750,2023-05-26,15.04,9.34,40.89,87,sw0637a
105751,2023-05-26,16.74,6.16,70.78,37,sw0638
105752,2023-05-26,18.39,7.71,55.05,124,sw0639
105753,2023-05-26,8.16,3.7,31.46,147,sw0640
105754,2023-05-26,11.18,4.92,30.67,80,sw0641
105755,2023-05-26,9.33,3.53,20.45,37,sw0642
105756,2023-05-26,19.18,8.96,55.2,12,sw0642s
105757,2023-05-26,37.31,26.11,66.82,179,sw0643
105758,2023-05-26,14.98,6.57,30.67,133,sw0644
105759,2023-05-26,27.39,14.88,51.12,40,sw0645
105760,2023-05-26,19.5,13.27,36.49,89,sw0650
105761,2023-05-26,32.58,19.99,70.78,98,sw0647
105762,2023-05-26,31.23,17.74,86.64,101,sw0648
105763,2023-05-26,38.42,27.49,63.05,72,sw0649
105764,2023-05-26,56.15,43.83,133.28,86,sw0651
105765,2023-05-26,1.19,0.6,3.25,298,sw0652
105766,2023-05-26,10.45,4.64,51.12,185,sw0653
105767,2023-05-26,4.83,1.74,22.64,392,sw0654
105768,2023-05-26,4.03,0.89,30.04,1171,sw0655
105769,2023-05-26,13.92,5.84,36.49,121,sw0656
105770,2023-05-26,6.01,3.04,24.35,555,sw0657
105771,2023-05-26,11.04,4.87,25.55,183,sw0658
105772,2023-05-26,10.84,4.37,26.03,148,sw0659
105773,2023-05-26,9.04,3.25,30.67,195,sw0660
105774,2023-05-26,5.66,1.62,31.63,1403,sw0661
105775,2023-05-26,13.44,5.68,34.1,179,sw0662
105776,2023-05-26,24.53,12.66,74.69,198,sw0663
105777,2023-05-26,15.76,8.7,37.34,183,sw0664
105778,2023-05-26,7.84,3.48,29.23,307,sw0665
105779,2023-05-26,6.55,2.64,20.45,643,sw0666
105780,2023-05-26,5.85,2.6,24.35,1048,sw0667
105781,2023-05-26,7.49,2.83,21.24,176,sw0668
105782,2023-05-26,5.98,2.32,22.73,205,sw0669
105783,2023-05-26,8.49,3.57,34.1,261,sw0670
105784,2023-05-26,4.18,1.21,56.83,1671,sw0671
105785,2023-05-26,7.59,3.12,30.67,498,sw0672
105786,2023-05-26,7.71,2.31,36.57,279,sw0673
105787,2023-05-26,9.8,3.6,25.6,195,sw0674
105788,2023-05-26,12.32,4.75,40.9,186,sw0675
105789,2023-05-26,4.94,1.82,40.59,1697,sw0676
105790,2023-05-26,6.96,3,71.44,119,sw0678
105791,2023-05-26,6.13,2.02,42.22,1355,sw0677
105792,2023-05-26,7.03,3.25,34.82,235,sw0679
105793,2023-05-26,9.08,3.31,51.96,246,sw0680
105794,2023-05-26,2.04,0.88,7.86,47,sw0681
105795,2023-05-26,2.37,0.44,15.67,141,sw0682
105796,2023-05-26,2.66,1,12.99,520,sw0683
105797,2023-05-26,36.83,26.12,63.32,80,sw0684
105798,2023-05-26,10.8,4.35,16.24,14,sw0685
105799,2023-05-26,9.45,4.75,23.07,189,sw0687
105800,2023-05-26,6.81,2.68,24.35,130,sw0688
105801,2023-05-26,12.54,5.99,55.2,170,sw0689
105802,2023-05-26,8.81,2.95,55.2,135,sw0690
105803,2023-05-26,9.45,4.22,22.37,514,sw0691
105804,2023-05-26,18.8,10.55,31.43,179,sw0692
105805,2023-05-26,10.96,4.43,63.32,113,sw0693
105806,2023-05-26,4.24,1.71,20.45,691,sw0694
105807,2023-05-26,7.28,2.61,22.73,270,sw0695
105808,2023-05-26,4.49,2.2,16.24,238,sw0696
105809,2023-05-26,4.68,1.04,22.73,207,sw0697
105810,2023-05-26,4.86,2.1,45.27,236,sw0698
105811,2023-05-26,3.91,1.91,15.73,411,sw0699
105812,2023-05-26,6.04,2.11,47.09,3461,sw0700
105813,2023-05-26,5.95,2.61,20.45,193,sw0701
105814,2023-05-26,12.37,5.22,31.46,244,sw0702
105815,2023-05-26,9.8,4.22,24.35,284,sw0703
105816,2023-05-26,14.66,6.96,47.18,90,sw0704
105817,2023-05-26,6.29,2.84,20.45,190,sw0705
105818,2023-05-26,10.79,3.92,39.32,185,sw0706
105819,2023-05-26,14.59,5.28,50.33,322,sw0707
105820,2023-05-26,6.8,2.57,31.46,186,sw0708
105821,2023-05-26,12.92,5.06,70.78,128,sw0709
105822,2023-05-26,8.35,2.11,23.84,345,sw0710
105823,2023-05-26,27.8,13.02,71.57,227,sw0711
105824,2023-05-26,5.88,2.3,15.73,96,sw0712
105825,2023-05-26,7.98,2.07,22.73,60,sw0712a
105826,2023-05-26,7.05,3.69,22.73,86,sw0713
105827,2023-05-26,5.11,2.06,28.73,383,sw0714
105828,2023-05-26,7.64,3.48,22.73,278,sw0715
105829,2023-05-26,11.07,5.22,43.84,575,sw0716
105830,2023-05-26,14.17,7.59,30.85,186,sw0717
105831,2023-05-26,11.41,5.28,40.89,558,sw0718
105832,2023-05-26,4.74,1.78,22.73,159,sw0720
105833,2023-05-26,5.62,2.24,35.39,199,sw0721
105834,2023-05-26,15.56,9.5,30.98,50,sw0722
105835,2023-05-26,6.39,2.87,22.49,1427,sw0723
105836,2023-05-26,23.9,12.93,57.67,194,sw0724
105837,2023-05-26,26.44,14.67,87.06,175,sw0725
105838,2023-05-26,23.22,9.44,56.69,61,sw0726
105839,2023-05-26,10.52,4.31,20.19,194,sw0727
105840,2023-05-26,26.09,6.33,60.35,24,sw0728
105841,2023-05-26,106.2,75.69,214.12,39,sw0729
105842,2023-05-26,29.16,14.99,61.92,84,sw0730
105843,2023-05-26,50.82,29.93,86.64,24,sw0731
105844,2023-05-26,6.81,4.54,15.63,98,sw0734
105845,2023-05-26,14.38,7.52,29.66,26,sw0735
105846,2023-05-26,16.02,7.88,35.46,49,sw0736
105847,2023-05-26,11.17,3.69,30.67,375,sw0737
105848,2023-05-26,16.34,7.63,46.69,180,sw0738
105849,2023-05-26,8.9,4.51,39.32,334,sw0739
105850,2023-05-26,7.67,3.25,30.67,426,sw0740
105851,2023-05-26,58.46,38.62,97.42,44,sw0741
105852,2023-05-26,24.03,8.71,79.56,143,sw0742
105853,2023-05-26,16.74,6.97,55.2,79,sw0743
105854,2023-05-26,33.09,19.38,102.24,61,sw0744
105855,2023-05-26,107.37,58.43,356.88,56,sw0745
105856,2023-05-26,84.6,49.51,307.37,62,sw0746
105857,2023-05-26,104.39,71.22,258.74,92,sw0747
105858,2023-05-26,21,11.56,65.81,140,sw0748
105859,2023-05-26,58.62,37.06,101.71,50,sw0749
105860,2023-05-26,31.93,17.3,71.44,78,sw0750
105861,2023-05-26,8.34,2.18,66.57,408,sw0751
105862,2023-05-26,29,13.06,77.24,68,sw0752
105863,2023-05-26,7.27,3.2,25.55,266,sw0753
105864,2023-05-26,9,4.57,31.46,228,sw0754
105865,2023-05-26,8.94,4.02,34.83,203,sw0755
105866,2023-05-26,13.41,4.35,35.19,140,sw0756
105867,2023-05-26,7.25,3.25,23.59,476,sw0757
105868,2023-05-26,37.46,23.56,79.56,36,sw0758
105869,2023-05-26,295.3,204.12,565.03,47,sw0759
105870,2023-05-26,5.6,2.57,11.06,171,sw0760
105871,2023-05-26,12.18,5.6,27.71,52,sw0761
105872,2023-05-26,5.5,1.76,20.45,567,sw0762
105873,2023-05-26,8.28,3.5,51.96,378,sw0763
105874,2023-05-26,5.42,2.43,22.73,115,sw0764
105875,2023-05-26,6.07,2.52,24.34,98,sw0764b
105876,2023-05-26,4.38,2.2,16.35,305,sw0765
105877,2023-05-26,9.47,3.3,30.67,380,sw0766
105878,2023-05-26,3.81,1.22,14.31,268,sw0767
105879,2023-05-26,27.92,16.23,59.95,58,sw0768
105880,2023-05-26,16.58,10.13,47.09,151,sw0719
105881,2023-05-26,10.37,4.99,28.12,430,sw0769
105882,2023-05-26,84.28,58.84,157.36,34,sw0770
105883,2023-05-26,6.18,2,29.51,2128,sw0771
105884,2023-05-26,13.76,7.3,26.65,477,sw0772
105885,2023-05-26,24.69,12.9,45.91,173,sw0773
105886,2023-05-26,66.96,33.82,131.21,56,sw0774
105887,2023-05-26,61.86,25.24,116.14,107,sw0775
105888,2023-05-26,5.85,1.47,16.24,72,sw0776
105889,2023-05-26,12.53,6.57,25.6,202,sw0777
105890,2023-05-26,5.11,2.11,47.09,1298,sw0778
105891,2023-05-26,19.11,9.05,42.13,289,sw0779
105892,2023-05-26,15.67,8.52,51.96,126,sw0780
105893,2023-05-26,71.34,49.59,145.34,48,sw0781
105894,2023-05-26,56.11,32.65,120.15,90,sw0782
105895,2023-05-26,19.94,8.12,63.32,137,sw0783
105896,2023-05-26,7.13,2.04,20.45,168,sw0784
105897,2023-05-26,5.8,2.39,30.85,393,sw0785
105898,2023-05-26,33.77,21.1,79.56,186,sw0787
105899,2023-05-26,6.03,2.59,17.3,319,sw0788
105900,2023-05-26,26.36,14.77,79.56,133,sw0789
105901,2023-05-26,24.22,12.18,79.56,56,sw0790
105902,2023-05-26,15.34,7.84,37.34,69,sw0792
105903,2023-05-26,9.79,4.35,51.96,162,sw0793
105904,2023-05-26,15.45,7.31,35.02,173,sw0794
105905,2023-05-26,19.75,10.02,63.32,293,sw0795
105906,2023-05-26,34.22,21.92,63.32,107,sw0796
105907,2023-05-26,16.01,7.77,102.25,149,sw0797
105908,2023-05-26,17.58,7.31,38.97,140,sw0798
105909,2023-05-26,23.33,11.87,103.91,24,sw0798s
105910,2023-05-26,9.43,3.19,24.35,56,sw0799
105911,2023-05-26,14.32,4.91,63.32,123,sw0800
105912,2023-05-26,12.31,6.66,47.18,52,sw0801
105913,2023-05-26,6.15,3.13,18.09,272,sw0802
105914,2023-05-26,7.92,3.47,55.2,148,sw0803
105915,2023-05-26,8.35,3,55.2,148,sw0804
105916,2023-05-26,9.19,3.92,47.09,122,sw0805
105917,2023-05-26,7.24,3.13,47.09,158,sw0806
105918,2023-05-26,16.15,8.71,56.81,242,sw0807
105919,2023-05-26,15.79,7.31,63.32,144,sw0809
105920,2023-05-26,25.27,13.05,52.23,51,sw0810
105921,2023-05-26,155.71,113.18,256.79,63,sw0811
105922,2023-05-26,11.02,4.87,22.77,95,sw0812
105923,2023-05-26,31.71,17.48,81.71,81,sw0813
105924,2023-05-26,13.95,7.5,51.15,348,sw0808
105925,2023-05-26,34.93,24.59,81.18,136,sw0815
105926,2023-05-26,19.49,8.12,37.35,60,sw0816
105927,2023-05-26,51.22,31.43,101.48,54,sw0817
105928,2023-05-26,58.88,35,113.01,53,sw0818
105929,2023-05-26,11.43,6.49,24.34,160,sw0819
105930,2023-05-26,28.17,13.45,71.44,86,sw0820
105931,2023-05-26,13.55,5,79.56,106,sw0821
105932,2023-05-26,51.59,31.86,121.71,38,sw0822
105933,2023-05-26,6.89,2.88,23.59,221,sw0823
105934,2023-05-26,27.4,16.32,55.53,97,sw0824
105935,2023-05-26,7.77,3.52,34.82,658,sw0825
105936,2023-05-26,130.9,87.06,241.95,37,sw0826
105937,2023-05-26,60.18,38.95,107.9,36,sw0827
105938,2023-05-26,22.06,11.38,99.04,225,sw0828
105939,2023-05-26,8.56,4.22,18.47,665,sw0829
105940,2023-05-26,11.75,3.48,66.57,333,sw0830
105941,2023-05-26,0,0,0,0,sw0831
105942,2023-05-26,4.38,1.41,66.57,570,sw0831a
105943,2023-05-26,4.93,1.86,15.73,287,sw0832
105944,2023-05-26,54.06,26.78,295.08,97,sw0833
105945,2023-05-26,19.79,8.71,54.92,323,sw0834
105946,2023-05-26,2.75,0.81,15.73,152,sw0835
105947,2023-05-26,3.82,1.58,14.61,102,sw0836
105948,2023-05-26,23.22,13.05,56.83,124,sw0837
105949,2023-05-26,1.44,0.43,11.01,156,sw0838
105950,2023-05-26,6.34,2.94,29.02,1067,sw0839
105951,2023-05-26,13.93,6.68,30.47,79,sw0840
105952,2023-05-26,15.42,8.08,58.36,116,sw0841
105953,2023-05-26,10.06,4.47,38.97,107,sw0842
105954,2023-05-26,65.32,31.39,97.02,22,sw0843
105955,2023-05-26,51.51,41.79,92.38,23,sw0844
105956,2023-05-26,266.57,187.19,607.41,34,sw0845
105957,2023-05-26,7.47,3.59,32.47,523,sw0846
105958,2023-05-26,8.42,2.32,22.73,71,sw0847
105959,2023-05-26,9.1,2.52,22.73,119,sw0847a
105960,2023-05-26,7.65,4.08,23.6,572,sw0848
105961,2023-05-26,14.39,7.31,47.19,113,sw0849
105962,2023-05-26,33.86,20.3,71.44,89,sw0850
105963,2023-05-26,4.07,1.48,23.59,994,sw0851
105964,2023-05-26,62.2,44.97,100.76,61,sw0852
105965,2023-05-26,6.65,3.25,24.35,278,sw0853
105966,2023-05-26,12.09,4.75,55.05,163,sw0854
105967,2023-05-26,18.08,5.44,70.78,243,sw0855
105968,2023-05-26,15.59,7.6,55.05,134,sw0856
105969,2023-05-26,43.4,27.83,76.31,93,sw0791
105970,2023-05-26,19.3,7.84,55.2,66,sw0786
105971,2023-05-26,24.38,12.13,70.78,79,sw0859
105972,2023-05-26,18.59,8.92,70.78,478,sw0860
105973,2023-05-26,35.43,18.96,79.56,66,sw0861
105974,2023-05-26,31.95,9.22,78.65,47,sw0862
105975,2023-05-26,30.5,14.77,78.65,89,sw0863
105976,2023-05-26,34.9,10.03,160.74,58,sw0864
105977,2023-05-26,9.33,5,32.47,200,sw0865
105978,2023-05-26,15.89,8.38,70.78,80,sw0866
105979,2023-05-26,15.45,9.33,29.26,42,sw0867
105980,2023-05-26,13.29,6.49,32.47,79,sw0868
105981,2023-05-26,10.6,5.42,28.41,215,sw0869
105982,2023-05-26,12.76,6.49,71.44,90,sw0870
105983,2023-05-26,4.57,2.07,16.22,972,sw0871
105984,2023-05-26,19.79,11.26,47.09,59,sw0872
105985,2023-05-26,4.34,1.65,11.37,167,sw0873
105986,2023-05-26,7.37,2.94,43.52,182,sw0874
105987,2023-05-26,4.67,1.74,16.24,216,sw0875
105988,2023-05-26,4.53,1.84,22.73,382,sw0876
105989,2023-05-26,12.88,2.71,71.44,126,sw0877
105990,2023-05-26,22.72,10.69,55.05,171,sw0878
105991,2023-05-26,21.7,10.69,70.78,209,sw0879
105992,2023-05-26,20.21,8.7,43.87,74,sw0880
105993,2023-05-26,42.17,42.17,42.17,1,sw0880a
105994,2023-05-26,26.64,12.17,71.44,37,sw0881
105995,2023-05-26,33.33,17.78,79.56,40,sw0882
105996,2023-05-26,10.69,4.06,32.81,105,sw0883
105997,2023-05-26,17.12,8.36,55.2,81,sw0884
105998,2023-05-26,10.91,4.57,47.18,349,sw0885
105999,2023-05-26,8.03,2.98,88.49,713,sw0886
106000,2023-05-26,28.01,12.66,91.41,91,sw0887
106001,2023-05-26,6.06,2.57,23.59,292,sw0888
106002,2023-05-26,17.96,9.5,94.38,103,sw0889
106003,2023-05-26,10.85,5.61,27.47,163,sw0890
106004,2023-05-26,26.09,9.74,58.36,84,sw0891
106005,2023-05-26,15.67,7.39,39.55,49,sw0892
106006,2023-05-26,5.3,2.46,32.47,700,sw0893
106007,2023-05-26,37.41,28.01,71.44,63,sw0894
106008,2023-05-26,6.87,2.65,42.22,575,sw0895
106009,2023-05-26,10.23,3.04,39.32,427,sw0896
106010,2023-05-26,6.98,3.24,23.59,814,sw0897
106011,2023-05-26,11.67,6.08,39.32,601,sw0898
106012,2023-05-26,6.22,3.22,16.24,274,sw0901
106013,2023-05-26,6.47,3,38.97,358,sw0902
106014,2023-05-26,7.53,3,19.45,287,sw0903
106015,2023-05-26,47.2,33.98,89.3,56,sw0904
106016,2023-05-26,5.29,2.37,15.73,5153,sw0905
106017,2023-05-26,11.65,7.03,47.89,663,sw0906
106018,2023-05-26,9.87,3.3,42.22,179,sw0907
106019,2023-05-26,6.93,3.14,43.52,214,sw0908
106020,2023-05-26,10.3,4.64,27.85,327,sw0909
106021,2023-05-26,13.39,6.09,39.32,636,sw0910
106022,2023-05-26,7.05,2.69,48.71,396,sw0912
106023,2023-05-26,13.03,6.58,70.78,129,sw0913
106024,2023-05-26,10.05,5.07,31.46,422,sw0914
106025,2023-05-26,10.13,3.69,34.78,152,sw0915
106026,2023-05-26,15.42,2.55,405.92,296,sw0916
106027,2023-05-26,18.42,6.86,43.65,117,sw0917
106028,2023-05-26,6.23,3,20.3,269,sw0918
106029,2023-05-26,17.87,10,70.78,103,sw0919
106030,2023-05-26,12.31,6.58,31.46,108,sw0920
106031,2023-05-26,40.32,24.38,110.28,78,sw0921
106032,2023-05-26,19.5,9.65,38.71,82,sw0922
106033,2023-05-26,38.55,25.94,91.96,135,sw0923
106034,2023-05-26,72.76,38.62,145.68,93,sw0924
106035,2023-05-26,45.63,31.48,105.05,101,sw0925
106036,2023-05-26,9.38,5.68,17.41,58,sw0926
106037,2023-05-26,71.1,40.92,160.09,98,sw0927
106038,2023-05-26,12.65,6.61,47.09,126,sw0928
106039,2023-05-26,14.58,6.88,43.52,124,sw0929
106040,2023-05-26,15.88,4.14,52.05,152,sw0930
106041,2023-05-26,6.53,3.48,40.59,517,sw0931
106042,2023-05-26,83.81,47.98,156.71,124,sw0932
106043,2023-05-26,81.41,51.02,130.59,36,sw0933
106044,2023-05-26,15.47,8.71,29.51,161,sw0934
106045,2023-05-26,16.71,11.1,24.46,58,sw0935
106046,2023-05-26,40.83,9.79,102.24,22,sw0936
106047,2023-05-26,47.77,29.17,102.24,78,sw0937
106048,2023-05-26,55.27,21.1,157.3,55,sw0938
106049,2023-05-26,17.72,8.6,37.25,258,sw0939
106050,2023-05-26,17.78,8.93,36.49,129,sw0940
106051,2023-05-26,8.15,3.07,23.6,148,sw0941
106052,2023-05-26,8.24,4,24.35,218,sw0942
106053,2023-05-26,11.71,5.07,43.52,140,sw0943
106054,2023-05-26,23.78,11.37,58.52,71,sw0944
106055,2023-05-26,12.23,4.1,28.62,148,sw0945
106056,2023-05-26,11.94,3.69,24.35,158,sw0946
106057,2023-05-26,14.15,6.97,55.2,157,sw0947
106058,2023-05-26,19,12.16,42.66,159,sw0911
106059,2023-05-26,14.77,7.31,70.78,72,sw0948
106060,2023-05-26,12,4.06,55.05,76,sw0949
106061,2023-05-26,60.7,41.15,160.74,133,sw0950
106062,2023-05-26,25.57,16.36,43.53,53,sw0951
106063,2023-05-26,33.8,11.37,87.06,66,sw0952
106064,2023-05-26,18.85,6.86,39.32,135,sw0953
106065,2023-05-26,12.17,6.9,28.58,159,sw0954
106066,2023-05-26,59.43,24.39,160.74,80,sw0955
106067,2023-05-26,17.89,5.85,54.87,69,sw0956
106068,2023-05-26,12.81,4.72,31.46,119,sw0957
106069,2023-05-26,21.73,11.26,69.95,79,sw0958
106070,2023-05-26,3.99,2.15,12.58,203,sw0959
106071,2023-05-26,47.18,32.87,77.35,42,sw0960
106072,2023-05-26,44.98,34.36,71.4,35,sw0961
106073,2023-05-26,18.14,10.69,27.57,89,sw0962
106074,2023-05-26,5.97,2.24,21.01,624,sw0963
106075,2023-05-26,15.47,8.09,32,34,sw0965
106076,2023-05-26,17.2,3.17,37.14,76,sw0966
106077,2023-05-26,9.49,2.5,16.22,164,sw0967
106078,2023-05-26,3.65,1.56,19.48,377,sw0968
106079,2023-05-26,6.42,3.03,30.46,591,sw0969
106080,2023-05-26,38.2,19.9,86.51,42,sw0970
106081,2023-05-26,11.45,4.05,55.05,865,sw0971
106082,2023-05-26,86.21,50.93,159.39,41,sw0972
106083,2023-05-26,244.22,160.89,552.55,46,sw0973
106084,2023-05-26,20.73,11.06,55.05,57,sw0974
106085,2023-05-26,11.53,5,55.05,128,sw0975
106086,2023-05-26,99.86,40.58,157.3,36,sw0976
106087,2023-05-26,142.25,96.09,275.26,49,sw0977
106088,2023-05-26,119.19,88.65,162.36,21,sw0979
106089,2023-05-26,18,8.71,51.12,33,sw0980
106090,2023-05-26,37.4,17.04,91.41,155,sw0981
106091,2023-05-26,32.45,20.26,64.95,203,sw0982
106092,2023-05-26,1.01,0.35,4.87,306,sw0983
106093,2023-05-26,284.14,284.14,284.14,1,sw0985
106094,2023-05-26,10.6,6.23,20.9,92,sw0986
106095,2023-05-26,10.41,5.9,20.47,70,sw0987
106096,2023-05-26,9.48,4.86,19.17,95,sw0988
106097,2023-05-26,8.48,3,55.2,311,sw0989
106098,2023-05-26,7.39,2.9,55.2,340,sw0990
